ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1799082	6.29e-01	4.08e-01	0.832463	-6.550194	0.06777778	71725359	ZNF609	zinc finger protein 609
ILMN_1752575	3.32e-01	1.52e-01	1.45105	-5.855651	0.06775758	NA		
ILMN_1703650	6.53e-01	4.36e-01	0.784923	-6.588466	0.06775084	356874794	TNIP1	TNFAIP3 interacting protein 1
ILMN_1694068	8.08e-02	2.24e-02	2.343312	-4.25367	0.06774074	221316720	EFCAB2	EF-hand calcium binding domain 2
ILMN_1699768	6.59e-01	4.45e-01	0.769312	-6.600553	0.06774074	401782577	CBLN4	cerebellin 4 precursor
ILMN_2226519	2.04e-01	7.61e-02	1.804772	-5.301052	0.06773737	749385101	CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)
ILMN_1671728	2.42e-01	9.63e-02	1.689285	-5.494208	0.0676835	332801088	CARD14	caspase recruitment domain family member 14
ILMN_2381697	6.56e-01	4.41e-01	0.776171	-6.595271	0.06767003	63252892	P4HA2	prolyl 4-hydroxylase subunit alpha 2
ILMN_1728062	2.41e-01	9.62e-02	1.690173	-5.492767	0.06765993	295821160	TLX2	T-cell leukemia homeobox 2
ILMN_1815313	2.75e-01	1.17e-01	1.592327	-5.647396	0.06765993	NA		
ILMN_1792076	5.70e-01	3.45e-01	0.951215	-6.445015	0.0676532	NA		
ILMN_1751243	3.02e-01	1.32e-01	1.525511	-5.748117	0.067633	47132623	OSBPL7	oxysterol binding protein like 7
ILMN_2289825	1.09e-01	3.30e-02	2.182428	-4.59105	0.0676229	68161512	ARPP21	cAMP regulated phosphoprotein 21
ILMN_1699321	4.39e-01	2.30e-01	1.213292	-6.165138	0.0676229	NA		
ILMN_1805197	3.31e-01	1.51e-01	1.455088	-5.849948	0.06759933	297591814	TAS1R1	taste 1 receptor member 1
ILMN_1656792	2.54e-01	1.04e-01	1.652709	-5.552966	0.06756902	62953135	FLYWCH1	FLYWCH-type zinc finger 1
ILMN_1728009	2.58e-01	1.06e-01	1.641842	-5.570199	0.06755219	574957043	TMEM171	transmembrane protein 171
ILMN_2220739	6.66e-01	4.53e-01	0.754482	-6.611815	0.06754882	157388920	TMCO3	transmembrane and coiled-coil domains 3
ILMN_1770244	7.81e-01	6.04e-01	0.520749	-6.760753	0.06754209	187960060	CBX1	chromobox 1
ILMN_1658277	2.70e-01	1.13e-01	1.607319	-5.624251	0.06753199	306482603	L3MBTL1	l(3)mbt-like 1 (Drosophila)
ILMN_1682762	3.24e-01	1.46e-01	1.471339	-5.826846	0.06747475	391353403	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma
ILMN_1674163	1.30e-01	4.15e-02	2.082754	-4.789806	0.06745455	523498697	DDX42	DEAD-box helicase 42
ILMN_1788098	2.11e-01	8.01e-02	1.78012	-5.343248	0.06743098	189409126	LHCGR	luteinizing hormone/choriogonadotropin receptor
ILMN_1662824	1.60e-01	5.48e-02	1.95845	-5.026371	0.06742761	109633021	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
ILMN_1692080	1.21e-01	3.79e-02	2.122814	-4.710883	0.06740741	170671715	ANKH	ANKH inorganic pyrophosphate transport regulator
ILMN_2218104	1.41e-01	4.65e-02	2.032747	-4.886498	0.06738384	4557818	PAH	phenylalanine hydroxylase
ILMN_1758400	9.27e-02	2.68e-02	2.269722	-4.410496	0.06738047	223278355	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A
ILMN_1696004	4.12e-01	2.08e-01	1.272362	-6.093118	0.06738047	735997399	LRRK1	leucine rich repeat kinase 1
ILMN_1721989	5.91e-01	3.67e-01	0.908618	-6.484311	0.06736364	85794838	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1
ILMN_2365176	2.34e-01	9.24e-02	1.71029	-5.459935	0.06736027	301500699	ALDH8A1	aldehyde dehydrogenase 8 family member A1
ILMN_1657340	3.15e-01	1.40e-01	1.494076	-5.794124	0.06734007	NA		
ILMN_2377150	7.62e-02	2.08e-02	2.374023	-4.186992	0.0673266	300794737	WDHD1	WD repeat and HMG-box DNA binding protein 1
ILMN_1739168	1.58e-01	5.39e-02	1.966129	-5.012126	0.0672963	52317214	OR2T10	olfactory receptor family 2 subfamily T member 10
ILMN_2127897	2.99e-01	1.30e-01	1.53306	-5.736938	0.06728956	380503868	DDX25	DEAD-box helicase 25
ILMN_1665035	5.80e-01	3.56e-01	0.930844	-6.464026	0.0672862	197313720	KRT14	keratin 14
ILMN_1780630	7.56e-02	2.06e-02	2.378766	-4.176631	0.06728283	149944423	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like
ILMN_1689110	3.81e-01	1.85e-01	1.341933	-6.004147	0.06727609	442796430	NOB1	NIN1/PSMD8 binding protein 1 homolog
ILMN_1656913	6.53e-01	4.36e-01	0.783955	-6.589223	0.06727273	312283699	MDH1	malate dehydrogenase 1
ILMN_1692049	3.46e-01	1.61e-01	1.419794	-5.899297	0.06725926	269315879	SLC7A6OS	solute carrier family 7 member 6 opposite strand
ILMN_2124386	6.67e-01	4.54e-01	0.75317	-6.612801	0.06724242	344217738	RGL2	ral guanine nucleotide dissociation stimulator like 2
ILMN_2387784	2.86e-01	1.23e-01	1.564464	-5.689881	0.06721886	651166985	DEAF1	DEAF1, transcription factor
ILMN_1787248	7.02e-01	4.98e-01	0.681145	-6.66434	0.06719192	119393886	SIVA1	SIVA1 apoptosis inducing factor
ILMN_2328874	1.43e-01	4.72e-02	2.026144	-4.899113	0.06718182	636576919	GH1	growth hormone 1
ILMN_1660193	6.32e-01	4.12e-01	0.8254	-6.556019	0.06717845	224549027	ZNF529	zinc finger protein 529
ILMN_1802174	3.89e-01	1.91e-01	1.322416	-6.029557	0.06712795	NA		
ILMN_1757408	6.22e-01	4.02e-01	0.844667	-6.540015	0.06707407	37574602	ZNF256	zinc finger protein 256
ILMN_1733937	8.05e-01	6.40e-01	0.469828	-6.786032	0.06706734	52630444	MMD	monocyte to macrophage differentiation associated
ILMN_1675343	2.57e-01	1.06e-01	1.642511	-5.569141	0.06705724	938403466	NPPC	natriuretic peptide C
ILMN_1658110	4.60e-01	2.46e-01	1.1721	-6.213429	0.06703704	149408151	FAM210A	family with sequence similarity 210 member A
ILMN_2276811	3.67e-01	1.75e-01	1.371599	-5.964852	0.06701347	71999134	METTL17	methyltransferase like 17
ILMN_2169736	1.92e-01	7.01e-02	1.843958	-5.232908	0.06700337	121949780	PGBD4	piggyBac transposable element derived 4
ILMN_1755321	3.23e-01	1.46e-01	1.473794	-5.823335	0.06699327	171846247	AAAS	aladin WD repeat nucleoporin
ILMN_1737011	1.16e-01	3.57e-02	2.148796	-4.659005	0.0669899	260064067	GOLM1	golgi membrane protein 1
ILMN_2316148	1.33e-01	4.28e-02	2.069754	-4.815138	0.06698316	283837841	UNC13A	unc-13 homolog A
ILMN_2399208	4.18e-01	2.13e-01	1.258588	-6.110203	0.06695286	332078537	SCAMP3	secretory carrier membrane protein 3
ILMN_1721170	6.50e-01	4.33e-01	0.789183	-6.585126	0.06692593	116734674	GREB1	growth regulation by estrogen in breast cancer 1
ILMN_2064132	4.24e-01	2.17e-01	1.246258	-6.125346	0.06688889	224451121	NANP	N-acetylneuraminic acid phosphatase
ILMN_1686096	5.91e-01	3.68e-01	0.906847	-6.485908	0.06686869	733214671	SPATA17	spermatogenesis associated 17
ILMN_2406724	1.99e-01	7.34e-02	1.822128	-5.271032	0.06685522	117968352	NUF2	NUF2, NDC80 kinetochore complex component
ILMN_2092903	2.57e-01	1.06e-01	1.642748	-5.568765	0.06683502	42794623	C20orf141	chromosome 20 open reading frame 141
ILMN_1777449	7.58e-01	5.73e-01	0.566142	-6.736049	0.06683502	151105228	IFT74	intraflagellar transport 74
ILMN_1685803	1.74e-01	6.16e-02	1.904732	-5.124646	0.06675758	NA		
ILMN_1738420	2.77e-01	1.17e-01	1.58849	-5.653288	0.06675758	262399372	TMEM201	transmembrane protein 201
ILMN_2161222	2.98e-01	1.30e-01	1.535443	-5.733398	0.06670034	556503383	SPERT	spermatid associated
ILMN_1813639	8.92e-02	2.55e-02	2.290638	-4.366347	0.0666936	226529428	NKAIN4	Na+/K+ transporting ATPase interacting 4
ILMN_1717726	3.05e-01	1.34e-01	1.517958	-5.759252	0.06669024	NA		
ILMN_1773363	5.11e-01	2.90e-01	1.068216	-6.328125	0.06663636	156938335	CIITA	class II major histocompatibility complex transactivator
ILMN_1773561	6.62e-01	4.48e-01	0.763809	-6.604757	0.06656229	403310654	RAP2C	RAP2C, member of RAS oncogene family
ILMN_1737588	6.43e-01	4.25e-01	0.804051	-6.573332	0.06653872	999809124	C21orf33	chromosome 21 open reading frame 33
ILMN_1654671	3.78e-01	1.83e-01	1.347901	-5.996306	0.06653535	NA		
ILMN_1671351	1.69e-01	5.91e-02	1.924095	-5.089501	0.06652525	730229394	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3
ILMN_1754988	4.88e-01	2.70e-01	1.113956	-6.278882	0.06652525	669174629	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
ILMN_1758038	4.82e-01	2.64e-01	1.12698	-6.264498	0.06649158	87298839	ALKBH1	alkB homolog 1, histone H2A dioxygenase
ILMN_1785731	3.54e-01	1.66e-01	1.402474	-5.923099	0.06647138	589269228	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
ILMN_1700975	1.32e-01	4.23e-02	2.074357	-4.806184	0.06642424	46389561	ENSA	endosulfine alpha
ILMN_2304495	9.07e-01	8.07e-01	0.245205	-6.866663	0.06642088	335057522	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B
ILMN_2355586	4.08e-01	2.05e-01	1.280426	-6.083035	0.06640741	1020158988	ATRN	attractin
ILMN_1664577	6.20e-01	3.99e-01	0.849626	-6.535837	0.06640741	576583529	DLD	dihydrolipoamide dehydrogenase
ILMN_1758356	5.57e-01	3.32e-01	0.977314	-6.420077	0.0663468	284813499	OR2W5	olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)
ILMN_1755111	2.45e-01	9.81e-02	1.680242	-5.508844	0.06633333	162461699	AK9	adenylate kinase 9
ILMN_1707791	6.55e-01	4.39e-01	0.779006	-6.593076	0.06631987	744066796	TAZ	tafazzin
ILMN_1715372	2.70e-01	1.13e-01	1.606901	-5.624899	0.06629966	148806858	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1
ILMN_1741544	1.06e-01	3.18e-02	2.197608	-4.560083	0.06629293	15431317	KRT38	keratin 38
ILMN_1759595	6.64e-01	4.51e-01	0.759353	-6.60814	0.06628956	126157476	C22orf29	chromosome 22 open reading frame 29
ILMN_2357944	1.42e-01	4.71e-02	2.026766	-4.897926	0.06616835	425876790	KCNJ1	potassium voltage-gated channel subfamily J member 1
ILMN_2383964	3.22e-01	1.45e-01	1.478048	-5.817239	0.06615488	198278564	CDCA4	cell division cycle associated 4
ILMN_2145518	5.68e-01	3.44e-01	0.953701	-6.442668	0.06615152	375065836	TMEM126B	transmembrane protein 126B
ILMN_2090558	6.80e-01	4.70e-01	0.727367	-6.631849	0.06610101	215422307	MMADHC	methylmalonic aciduria and homocystinuria, cblD type
ILMN_1666068	5.46e-02	1.37e-02	2.53952	-3.815459	0.06609764	125988388	JMJD6	arginine demethylase and lysine hydroxylase
ILMN_1702698	2.22e-01	8.59e-02	1.745875	-5.400999	0.06609764	735997412	LSM11	LSM11, U7 small nuclear RNA associated
ILMN_2200915	2.02e-01	7.51e-02	1.811468	-5.2895	0.06607071	509155812	RIPPLY2	ripply transcriptional repressor 2
ILMN_2275396	1.53e-01	5.19e-02	1.983359	-4.979985	0.06605724	115305570	ADORA1	adenosine A1 receptor
ILMN_2145143	1.58e-01	5.42e-02	1.963255	-5.017463	0.06602694	547235567	FKBP9	FK506 binding protein 9
ILMN_1689899	2.92e-01	1.26e-01	1.549661	-5.712173	0.06601347	254028259	MTERF4	mitochondrial transcription termination factor 4
ILMN_1652487	3.90e-01	1.92e-01	1.320696	-6.03178	0.0660101	23510355	RIOK1	RIO kinase 1
ILMN_2273572	7.65e-01	5.83e-01	0.552561	-6.743655	0.06598316	268370169	OSCP1	organic solute carrier partner 1
ILMN_1654629	7.37e-01	5.43e-01	0.611395	-6.70939	0.06597643	661902937	TMEM175	transmembrane protein 175
ILMN_1670101	1.41e-01	4.62e-02	2.035616	-4.881007	0.06596296	393250343	CLEC2D	C-type lectin domain family 2 member D
ILMN_1659905	2.52e-01	1.03e-01	1.657396	-5.545503	0.06594276	192448442	FKBP10	FK506 binding protein 10
ILMN_2142935	1.75e-01	6.17e-02	1.904084	-5.125817	0.06593603	166235899	BLNK	B-cell linker
ILMN_1752758	4.13e-01	2.09e-01	1.269618	-6.096537	0.06592929	308522744	BTN2A2	butyrophilin subfamily 2 member A2
ILMN_1698258	5.03e-01	2.83e-01	1.084099	-6.31125	0.06588889	112293276	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
ILMN_1767020	4.48e-01	2.36e-01	1.195971	-6.185638	0.06583502	594140667	DENND1C	DENN domain containing 1C
ILMN_1815392	7.34e-01	5.39e-01	0.617673	-6.705531	0.06582828	226507776	ACTRT1	actin related protein T1
ILMN_1698584	2.27e-01	8.85e-02	1.731524	-5.4249	0.06581481	16118236	KRTAP4-12	keratin associated protein 4-12
ILMN_1684000	2.02e-01	7.51e-02	1.811319	-5.289757	0.06581145	574956989	EDA	ectodysplasin A
ILMN_1770857	8.05e-02	2.23e-02	2.345455	-4.24904	0.06580135	211059427	SYT2	synaptotagmin 2
ILMN_1740031	3.34e-01	1.53e-01	1.447993	-5.859959	0.06579461	284172400	OR51D1	olfactory receptor family 51 subfamily D member 1
ILMN_1800142	1.14e-01	3.51e-02	2.155994	-4.644536	0.06578788	62868216	LAMB3	laminin subunit beta 3
ILMN_1749402	3.77e-02	8.67e-03	2.713311	-3.403785	0.06576768	NA		
ILMN_1793988	1.36e-01	4.41e-02	2.056182	-4.841439	0.06576094	219842281	BDNF	brain derived neurotrophic factor
ILMN_1693669	6.06e-01	3.83e-01	0.879347	-6.510298	0.06575084	221136853	WRAP53	WD repeat containing antisense to TP53
ILMN_2279377	7.24e-02	1.95e-02	2.400377	-4.129201	0.06571717	118582266	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
ILMN_1675701	2.76e-01	1.17e-01	1.591123	-5.649246	0.06562626	966209304	FAM114A2	family with sequence similarity 114 member A2
ILMN_1788895	6.17e-01	3.94e-01	0.857941	-6.528778	0.06559933	116805345	SRD5A2	steroid 5 alpha-reductase 2
ILMN_1758093	3.51e-01	1.64e-01	1.407997	-5.915539	0.06559596	93277079	TMEM260	transmembrane protein 260
ILMN_2398903	5.98e-01	3.75e-01	0.89423	-6.497189	0.06558923	66363692	HAX1	HCLS1 associated protein X-1
ILMN_1784367	2.96e-01	1.29e-01	1.539565	-5.727263	0.06557576	41399283	HSPD1	heat shock protein family D (Hsp60) member 1
ILMN_2400644	7.37e-01	5.44e-01	0.610777	-6.709767	0.06555219	387942366	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
ILMN_1761061	6.04e-01	3.81e-01	0.882819	-6.507259	0.06553199	207029268	PAX7	paired box 7
ILMN_1810085	4.69e-01	2.53e-01	1.1541	-6.234033	0.06552525	148612852	ABCF3	ATP binding cassette subfamily F member 3
ILMN_1704424	2.73e-01	1.15e-01	1.600552	-5.634722	0.06552189	307548855	PLA2R1	phospholipase A2 receptor 1
ILMN_1698770	3.84e-01	1.87e-01	1.335154	-6.013013	0.06549495	565324129	NADK2	NAD kinase 2, mitochondrial
ILMN_2386891	5.44e-01	3.21e-01	1.001467	-6.396415	0.06549158	507834140	GLT8D1	glycosyltransferase 8 domain containing 1
ILMN_1788528	2.22e-01	8.56e-02	1.747585	-5.39814	0.06545455	188219519	MED18	mediator complex subunit 18
ILMN_1743205	7.12e-01	5.10e-01	0.662095	-6.67712	0.06544781	150417983	ABCA7	ATP binding cassette subfamily A member 7
ILMN_1735700	2.55e-01	1.04e-01	1.650193	-5.556965	0.06543434	527121913	KLK8	kallikrein related peptidase 8
ILMN_1665647	1.01e-01	2.97e-02	2.227525	-4.49852	0.06543098	167555126	CD180	CD180 molecule
ILMN_1799598	4.55e-01	2.42e-01	1.180425	-6.203798	0.06543098	338827624	SIRT5	sirtuin 5
ILMN_1797030	5.13e-01	2.92e-01	1.063269	-6.333332	0.06542761	300796572	FGF18	fibroblast growth factor 18
ILMN_2235354	4.42e-01	2.32e-01	1.207205	-6.172374	0.06541077	148839375	PWWP2B	PWWP domain containing 2B
ILMN_1786377	1.57e-02	3.02e-03	3.090864	-2.438072	0.06537374	189163520	NIPBL	NIPBL, cohesin loading factor
ILMN_1796471	1.93e-01	7.05e-02	1.841576	-5.237087	0.06534007	611435006	GDF5	growth differentiation factor 5
ILMN_1651235	2.20e-01	8.48e-02	1.752156	-5.390482	0.0653367	125661040	AFAP1	actin filament associated protein 1
ILMN_1657128	4.14e-01	2.10e-01	1.267786	-6.098814	0.06532997	303304992	PTPRU	protein tyrosine phosphatase, receptor type U
ILMN_1767503	4.44e-01	2.33e-01	1.20375	-6.176466	0.0653266	300797137	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit
ILMN_1654697	2.99e-01	1.31e-01	1.532768	-5.737371	0.06530303	746816099	ZNF280B	zinc finger protein 280B
ILMN_1691395	4.50e-01	2.39e-01	1.190283	-6.192308	0.06525926	166235166	ZBTB11	zinc finger and BTB domain containing 11
ILMN_1774334	6.60e-01	4.45e-01	0.768834	-6.600919	0.06525589	52851396	HIGD2A	HIG1 hypoxia inducible domain family member 2A
ILMN_1753457	2.36e-01	9.33e-02	1.705105	-5.468432	0.06522222	732663003	PKP3	plakophilin 3
ILMN_1759419	6.44e-01	4.25e-01	0.803563	-6.573722	0.06522222	523567544	ILVBL	ilvB acetolactate synthase like
ILMN_2394242	3.26e-01	1.48e-01	1.465232	-5.835556	0.06521886	70995234	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
ILMN_2148298	1.95e-01	7.16e-02	1.833736	-5.250809	0.06520202	1013366285	ZNF749	zinc finger protein 749
ILMN_1804652	7.16e-01	5.16e-01	0.653195	-6.682968	0.06520202	192449450	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3
ILMN_2257432	1.85e-01	6.66e-02	1.868473	-5.189614	0.06517845	256017139	RAD51	RAD51 recombinase
ILMN_1718424	6.91e-01	4.84e-01	0.704293	-6.64833	0.06516498	16579882	MRPS28	mitochondrial ribosomal protein S28
ILMN_1709173	1.02e-01	3.03e-02	2.218932	-4.516277	0.06515488	10863982	HMHB1	histocompatibility minor HB-1
ILMN_1701269	8.00e-01	6.33e-01	0.479734	-6.781316	0.06514141	1003701580	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
ILMN_1775997	1.71e-01	6.00e-02	1.916656	-5.103041	0.06511785	188595667	CHAT	choline O-acetyltransferase
ILMN_1802799	6.34e-01	4.15e-01	0.82148	-6.559232	0.06511111	210147485	AKIRIN1	akirin 1
ILMN_1746164	3.22e-01	1.45e-01	1.475966	-5.820226	0.06509428	148596937	SCD5	stearoyl-CoA desaturase 5
ILMN_1758599	3.57e-01	1.68e-01	1.396046	-5.931864	0.06509428	34222229	FAM163A	family with sequence similarity 163 member A
ILMN_1795018	1.49e-01	5.00e-02	2.000571	-4.947632	0.06509091	13624324	OR7C2	olfactory receptor family 7 subfamily C member 2
ILMN_1656617	7.38e-02	2.00e-02	2.390569	-4.15077	0.06507071	197245385	CCDC184	coiled-coil domain containing 184
ILMN_1754303	7.39e-01	5.47e-01	0.606127	-6.712598	0.06507071	324021697	RPL30	ribosomal protein L30
ILMN_2252186	2.94e-01	1.28e-01	1.544539	-5.719839	0.06506061	305855091	CAPN10	calpain 10
ILMN_2348905	2.99e-01	1.30e-01	1.533184	-5.736754	0.06502694	339276048	CTLA4	cytotoxic T-lymphocyte associated protein 4
ILMN_1654916	4.55e-01	2.42e-01	1.181881	-6.202107	0.06502357	203096855	KIF7	kinesin family member 7
ILMN_2413964	1.92e-01	7.00e-02	1.84457	-5.231833	0.0650101	189083760	GABRG2	gamma-aminobutyric acid type A receptor gamma2 subunit
ILMN_1787292	1.97e-01	7.27e-02	1.826705	-5.263072	0.06497643	281427266	CDC20B	cell division cycle 20B
ILMN_1730698	5.91e-01	3.67e-01	0.909573	-6.483449	0.06496296	334278910	ODF2	outer dense fiber of sperm tails 2
ILMN_1657766	6.85e-01	4.75e-01	0.718378	-6.638332	0.06493266	NA		
ILMN_2390227	6.75e-01	4.64e-01	0.736169	-6.625425	0.06492929	45597176	TBC1D9B	TBC1 domain family member 9B
ILMN_1696709	1.56e-01	5.29e-02	1.974613	-4.99633	0.06491582	632794840	TADA2A	transcriptional adaptor 2A
ILMN_2319228	2.29e-01	8.95e-02	1.725957	-5.434123	0.06490572	38045887	CSMD3	CUB and Sushi multiple domains 3
ILMN_2282081	1.99e-01	7.38e-02	1.819441	-5.275695	0.06490236	1002095792	QRICH1	glutamine rich 1
ILMN_1811450	1.57e-01	5.37e-02	1.96792	-5.008796	0.06487879	332801084	FAM151B	family with sequence similarity 151 member B
ILMN_2408764	3.29e-01	1.50e-01	1.458022	-5.845795	0.06487542	15147327	CYP2A7	cytochrome P450 family 2 subfamily A member 7
ILMN_1815619	1.41e-01	4.64e-02	2.033732	-4.884615	0.06487205	121114295	CDX1	caudal type homeobox 1
ILMN_1753040	2.12e-01	8.07e-02	1.776415	-5.349546	0.06487205	224451094	ASB7	ankyrin repeat and SOCS box containing 7
ILMN_1799814	5.10e-01	2.89e-01	1.06923	-6.327055	0.06485522	115298667	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
ILMN_1685631	6.74e-01	4.62e-01	0.739958	-6.622636	0.06482828	133922608	MAU2	MAU2 sister chromatid cohesion factor
ILMN_2124471	5.05e-01	2.85e-01	1.078847	-6.316856	0.06480808	815890937	SLC36A1	solute carrier family 36 member 1
ILMN_1719039	6.04e-01	3.81e-01	0.882624	-6.50743	0.06479798	NA		
ILMN_1716435	2.62e-01	1.08e-01	1.63019	-5.588558	0.06476768	557357708	ATF7IP	activating transcription factor 7 interacting protein
ILMN_1755789	1.21e-01	3.80e-02	2.121313	-4.713863	0.06476094	90403580	MEI1	meiotic double-stranded break formation protein 1
ILMN_1784626	6.87e-02	1.82e-02	2.426861	-4.070599	0.06475084	62240988	CA7	carbonic anhydrase 7
ILMN_1763605	6.66e-01	4.52e-01	0.756342	-6.610414	0.06475084	301129166	DIDO1	death inducer-obliterator 1
ILMN_1747318	5.68e-01	3.43e-01	0.955217	-6.441234	0.06474074	112382256	PATJ	PATJ, crumbs cell polarity complex component
ILMN_1738987	4.80e-01	2.63e-01	1.13058	-6.260494	0.06473737	197382723	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
ILMN_1755992	1.43e-01	4.75e-02	2.022728	-4.905626	0.0647138	215272355	UCP3	uncoupling protein 3
ILMN_2390457	2.14e-01	8.17e-02	1.770614	-5.359381	0.06469024	94538324	ESR2	estrogen receptor 2
ILMN_1787877	2.37e-01	9.42e-02	1.700607	-5.475783	0.06465657	315075318	CCNT2	cyclin T2
ILMN_1731418	6.97e-01	4.91e-01	0.692578	-6.656498	0.0646431	190343007	SP110	SP110 nuclear body protein
ILMN_1693494	2.10e-01	7.96e-02	1.783092	-5.33819	0.06463636	NA		
ILMN_1763739	5.07e-01	2.87e-01	1.074801	-6.321158	0.064633	41406087	CAPN15	calpain 15
ILMN_1753275	3.24e-01	1.47e-01	1.470186	-5.828493	0.06462626	55749778	DENND1A	DENN domain containing 1A
ILMN_2100957	1.59e-01	5.45e-02	1.961341	-5.021013	0.0646229	215272337	CTAG1B	cancer/testis antigen 1B
ILMN_1763516	3.69e-01	1.76e-01	1.36839	-5.969142	0.0646229	413081559	SPINK2	serine peptidase inhibitor, Kazal type 2
ILMN_1664828	6.45e-01	4.27e-01	0.80039	-6.576256	0.06460269	669250882	APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H
ILMN_1682095	7.23e-01	5.25e-01	0.639244	-6.691978	0.06460269	209977078	RCOR3	REST corepressor 3
ILMN_1774528	2.55e-01	1.04e-01	1.650093	-5.557124	0.06459933	40217830	GPRC5C	G protein-coupled receptor class C group 5 member C
ILMN_1742358	2.19e-01	8.43e-02	1.755515	-5.384845	0.06459596	752993511	CA14	carbonic anhydrase 14
ILMN_2372915	4.94e-01	2.75e-01	1.10202	-6.291923	0.06458923	469832254	P2RY2	purinergic receptor P2Y2
ILMN_1668072	2.71e-01	1.14e-01	1.604138	-5.629178	0.06455219	259490363	PGAM2	phosphoglycerate mutase 2
ILMN_1659800	3.50e-01	1.63e-01	1.411469	-5.910771	0.06449832	20336312	BCL11A	B-cell CLL/lymphoma 11A
ILMN_1651609	1.88e-01	6.82e-02	1.856703	-5.210463	0.06449158	NA		
ILMN_1705218	2.19e-01	8.40e-02	1.757191	-5.382027	0.06447811	291045292	TRAPPC2	trafficking protein particle complex 2
ILMN_1712283	2.61e-01	1.07e-01	1.63396	-5.582632	0.06446465	300193073	WNT10B	Wnt family member 10B
ILMN_2394161	5.26e-01	3.04e-01	1.03737	-6.360211	0.06444781	520262190	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ILMN_1700378	1.41e-01	4.64e-02	2.033736	-4.884606	0.06444108	568214286	ZWILCH	zwilch kinetochore protein
ILMN_2229940	5.90e-01	3.67e-01	0.90984	-6.483208	0.06443771	14150089	PRADC1	protease associated domain containing 1
ILMN_1758915	6.26e-01	4.06e-01	0.836496	-6.546846	0.06443098	313850992	PDCD2	programmed cell death 2
ILMN_2081682	8.04e-01	6.40e-01	0.47072	-6.785611	0.06442424	312222761	SMAP2	small ArfGAP2
ILMN_1678710	1.57e-01	5.35e-02	1.969376	-5.006087	0.06439731	219555644	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like
ILMN_2066088	4.46e-01	2.35e-01	1.198589	-6.182557	0.06439057	733214082	C1orf64	chromosome 1 open reading frame 64
ILMN_2080637	4.79e-01	2.61e-01	1.133888	-6.256804	0.0643569	160333173	ZBTB44	zinc finger and BTB domain containing 44
ILMN_1694671	7.52e-01	5.65e-01	0.57821	-6.729138	0.06429293	226532847	ZFAND2A	zinc finger AN1-type containing 2A
ILMN_2259495	9.05e-02	2.60e-02	2.283025	-4.382456	0.06427946	347300421	BID	BH3 interacting domain death agonist
ILMN_1715879	8.02e-02	2.22e-02	2.347314	-4.245023	0.06426263	21536279	CRYBB1	crystallin beta B1
ILMN_1776195	6.70e-01	4.57e-01	0.747848	-6.616783	0.06423569	34328944	TMSB4Y	thymosin beta 4, Y-linked
ILMN_1675092	1.64e-01	5.70e-02	1.940512	-5.059457	0.06422896	1016080629	VLDLR	very low density lipoprotein receptor
ILMN_1715885	3.22e-01	1.45e-01	1.477115	-5.818578	0.06419529	815891377	PTPN22	protein tyrosine phosphatase, non-receptor type 22
ILMN_1694057	6.58e-01	4.43e-01	0.772787	-6.597883	0.06419529	665821254	EIF3K	eukaryotic translation initiation factor 3 subunit K
ILMN_1721689	1.99e-01	7.35e-02	1.821209	-5.272627	0.06418855	32698789	STRA8	stimulated by retinoic acid 8
ILMN_1659678	5.50e-02	1.38e-02	2.536271	-3.82295	0.06418519	167000750	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit
ILMN_2048326	2.33e-01	9.18e-02	1.713495	-5.454673	0.06415825	294459919	RPS27A	ribosomal protein S27a
